Account Id,Account Name,Address1,Address2,City,County,State,Zip,Year Built
13,Bed and Breakfast PM - Escrowed Locations,1145 Chase Ave,,Hamilton,Butler,OH,45015-1820,1951
13,Bed and Breakfast PM - Escrowed Locations,1146 Carlisle Ave,,Dayton,Montgomery,OH,45420-1917,1917
13,Bed and Breakfast PM - Escrowed Locations,1148 Blackwell Dr,,Fairfield,Butler,OH,45014-2919,1972
13,Bed and Breakfast PM - Escrowed Locations,115 Elmwood Ave E,,Dayton,Montgomery,OH,45405-3534,1920
13,Bed and Breakfast PM - Escrowed Locations,116 Crawford St,,Middletown,Butler,OH,45044-4415,1900
13,Bed and Breakfast PM - Escrowed Locations,1160 Hunt Ave,,Hamilton,Butler,OH,45013-2526,1981
13,Bed and Breakfast PM - Escrowed Locations,117 Kaitlin Way,,Monroe,Butler,OH,45050-2598,2017
13,Bed and Breakfast PM - Escrowed Locations,1175 Harmon Ave,,Hamilton,Butler,OH,45011-4400,1900
13,Bed and Breakfast PM - Escrowed Locations,118 Basswood Ave,,Dayton,Montgomery,OH,45405-3110,1933
13,Bed and Breakfast PM - Escrowed Locations,118 Franklin St,,Middletown,Butler,OH,45042-3242,1900
13,Bed and Breakfast PM - Escrowed Locations,118 Gordon Ave,,Hamilton,Butler,OH,45013-2926,1913
13,Bed and Breakfast PM - Escrowed Locations,118 Martz Ave,,Dayton,Montgomery,OH,45403-2621,1920
13,Bed and Breakfast PM - Escrowed Locations,1180 Noyes Ave,,Hamilton,Butler,OH,45015-2034,1951
13,Bed and Breakfast PM - Escrowed Locations,1184 Lincoln Avenue,,Cincinnati,Hamilton,OH,45246,2019
13,Bed and Breakfast PM - Escrowed Locations,11881 Hitchcock Dr,,Cincinnati,Hamilton,OH,45240-1729,1988
13,Bed and Breakfast PM - Escrowed Locations,119 Gramont Ave,,Dayton,Montgomery,OH,45417-2217,1930
13,Bed and Breakfast PM - Escrowed Locations,119 Kenec Dr,,Middletown,Butler,OH,45042-4807,1953
13,Bed and Breakfast PM - Escrowed Locations,119 McKinley St,,Middletown,Butler,OH,45042-3252,1900
13,Bed and Breakfast PM - Escrowed Locations,119 S F St,,Hamilton,Butler,OH,45013-4709,1900
13,Bed and Breakfast PM - Escrowed Locations,119 Sandhurst Dr,,Dayton,Montgomery,OH,45405-2411,1927
13,Bed and Breakfast PM - Escrowed Locations,119 Valencia St,,Cincinnati,Hamilton,OH,45219-1825,1910
13,Bed and Breakfast PM - Escrowed Locations,1194 Beissinger Rd,,Hamilton,Butler,OH,45013-1104,1973
13,Bed and Breakfast PM - Escrowed Locations,1194 Poplar Hill Dr,,Lebanon,Warren,OH,45036-8959,1999
13,Bed and Breakfast PM - Escrowed Locations,1198 West Way,,Cincinnati,Hamilton,OH,45224-3251,1936
13,Bed and Breakfast PM - Escrowed Locations,12 Gordon Ave,,Hamilton,Butler,OH,45013-2924,1903
13,Bed and Breakfast PM - Escrowed Locations,12 S Broadway St,,Trotwood,Montgomery,OH,45426-3320,1858
13,Bed and Breakfast PM - Escrowed Locations,120 Harrison St,,Middletown,Butler,OH,45042-3205,1914
13,Bed and Breakfast PM - Escrowed Locations,120 S G St,,Hamilton,Butler,OH,45013-3224,1909
13,Bed and Breakfast PM - Escrowed Locations,1200 Azel Ave,,Hamilton,Butler,OH,45013-2310,1951
13,Bed and Breakfast PM - Escrowed Locations,1200 Southern Hills Blvd,,Hamilton,Butler,OH,45013-3736,1955
13,Bed and Breakfast PM - Escrowed Locations,1201 Franklin St,,Hamilton,Butler,OH,45013-2402,1939
13,Bed and Breakfast PM - Escrowed Locations,1204 Pine St,,Middletown,Butler,OH,45044-5750,1899
13,Bed and Breakfast PM - Escrowed Locations,1205 Goodman Ave,,Hamilton,Butler,OH,45013-2406,1939
13,Bed and Breakfast PM - Escrowed Locations,1206 Reservoir St,,Hamilton,Butler,OH,45011-1741,1920
13,Bed and Breakfast PM - Escrowed Locations,1208 W Fairview Ave,,Dayton,Montgomery,OH,45406-2812,1928
13,Bed and Breakfast PM - Escrowed Locations,1209 Campbell Ave,,Hamilton,Butler,OH,45011-4303,1904
13,Bed and Breakfast PM - Escrowed Locations,1209 Harmon Ave,,Hamilton,Butler,OH,45011-4549,1913
13,Bed and Breakfast PM - Escrowed Locations,121 Harrison St,,Middletown,Butler,OH,45042-3204,1914
13,Bed and Breakfast PM - Escrowed Locations,121 Kaitlin Way,,Monroe,Butler,OH,45050-2598,2017
13,Bed and Breakfast PM - Escrowed Locations,121 Whisman Dr,,Middletown,Butler,OH,45042,2019
13,Bed and Breakfast PM - Escrowed Locations,1212 Reservoir St,,Hamilton,Butler,OH,45011-1741,1920
13,Bed and Breakfast PM - Escrowed Locations,1212 W Fairview Ave,,Dayton,Montgomery,OH,45406-2812,1927
13,Bed and Breakfast PM - Escrowed Locations,12127 Centerdale Rd,,Cincinnati,Hamilton,OH,45246-2025,1895
13,Bed and Breakfast PM - Escrowed Locations,1214 Market St,,Cincinnati,Hamilton,OH,45215-3304,1895
13,Bed and Breakfast PM - Escrowed Locations,1218 Ellen Dr,,Middletown,Butler,OH,45042-2564,1953
13,Bed and Breakfast PM - Escrowed Locations,1219 Campbell Ave,,Hamilton,Butler,OH,45011-4303,1908
13,Bed and Breakfast PM - Escrowed Locations,122 Harrison St,,Middletown,Butler,OH,45042-3205,1914
13,Bed and Breakfast PM - Escrowed Locations,122 W Fairview Ave,,Dayton,Montgomery,OH,45405-3319,1895
13,Bed and Breakfast PM - Escrowed Locations,1220 Park Ave,,Hamilton,Butler,OH,45013-2668,1931
13,Bed and Breakfast PM - Escrowed Locations,1220 Prospect Ave,,Middletown,Butler,OH,45044-5853,1909
13,Bed and Breakfast PM - Escrowed Locations,123 Garfield Ave,,Hamilton,Butler,OH,45015-1118,1980
13,Bed and Breakfast PM - Escrowed Locations,123 N Miami St,,Trenton,Butler,OH,45067-1309,1900
13,Bed and Breakfast PM - Escrowed Locations,1230 Pursell Ave,,Dayton,Montgomery,OH,45420-1974,1925
13,Bed and Breakfast PM - Escrowed Locations,1234 Vanderveer Ave,,Hamilton,Butler,OH,45011-4338,1914
13,Bed and Breakfast PM - Escrowed Locations,1236 Vanderveer Ave,,Hamilton,Butler,OH,45011-4338,1971
13,Bed and Breakfast PM - Escrowed Locations,124 Beam Dr,,Franklin,Warren,OH,45005-2004,1962
13,Bed and Breakfast PM - Escrowed Locations,124 Farmington Dr,,Hamilton,Butler,OH,45013-3531,1978
13,Bed and Breakfast PM - Escrowed Locations,1241 Creighton Ave,,Dayton,Montgomery,OH,45420-1929,1901
13,Bed and Breakfast PM - Escrowed Locations,1242 Western Ave,,Hamilton,Butler,OH,45013-2316,1992
13,Bed and Breakfast PM - Escrowed Locations,1255 Hooven Ave,,Hamilton,Butler,OH,45015-1636,1951
13,Bed and Breakfast PM - Escrowed Locations,1272 Murat Ct,,Cincinnati,Hamilton,OH,45231-4526,1954
13,Bed and Breakfast PM - Escrowed Locations,128 Craig Dr,,Hamilton,Butler,OH,45013-3905,1965
13,Bed and Breakfast PM - Escrowed Locations,130 N 9th St,,Miamisburg,Montgomery,OH,45342-2428,1919
13,Bed and Breakfast PM - Escrowed Locations,1300 Parkway Ct,,Fairfield,Butler,OH,45014-4525,1978
13,Bed and Breakfast PM - Escrowed Locations,1301 Barnitz St,,Middletown,Butler,OH,45042-2536,1954
13,Bed and Breakfast PM - Escrowed Locations,1302 Harmon Ave,,Hamilton,Butler,OH,45011-4552,1909
13,Bed and Breakfast PM - Escrowed Locations,1303 Highland St,,Middletown,Butler,OH,45044-6302,1949
13,Bed and Breakfast PM - Escrowed Locations,131 W Arlington Dr,,Trenton,Butler,OH,45067-8607,2002
13,Bed and Breakfast PM - Escrowed Locations,1312 Greenwood Ave,,Hamilton,Butler,OH,45011-1833,1925
13,Bed and Breakfast PM - Escrowed Locations,1314 Vanderveer Ave,,Hamilton,Butler,OH,45011-4340,1945
13,Bed and Breakfast PM - Escrowed Locations,1314 Young St,,Middletown,Butler,OH,45044-5857,1917
13,Bed and Breakfast PM - Escrowed Locations,1319 Barnitz St,,Middletown,Butler,OH,45042-2536,1954
13,Bed and Breakfast PM - Escrowed Locations,1322 Southern Hills Blvd,,Hamilton,Butler,OH,45013-3738,1953
13,Bed and Breakfast PM - Escrowed Locations,1327 Vanderveer Ave,,Hamilton,Butler,OH,45011-4339,1929
13,Bed and Breakfast PM - Escrowed Locations,1335 Ryland Ave,,Cincinnati,Hamilton,OH,45237-5219,1894
13,Bed and Breakfast PM - Escrowed Locations,1339 Parkamo Ave,,Hamilton,Butler,OH,45011-4531,1928
13,Bed and Breakfast PM - Escrowed Locations,134 Sherman Ave,,Hamilton,Butler,OH,45013-3040,1920
13,Bed and Breakfast PM - Escrowed Locations,1347 Oakmont Ave,,Hamilton,Butler,OH,45013-3859,1956
13,Bed and Breakfast PM - Escrowed Locations,135 Gramont Ave,,Dayton,Montgomery,OH,45417-2217,1928
13,Bed and Breakfast PM - Escrowed Locations,1361 Kumler Ave,,Dayton,Montgomery,OH,45406-5930,1932
13,Bed and Breakfast PM - Escrowed Locations,1385 Maplegrove Dr,,Fairborn,Greene,OH,45324-3543,1958
13,Bed and Breakfast PM - Escrowed Locations,14 Napoleon Dr,,Dayton,Montgomery,OH,45429-1734,1950
13,Bed and Breakfast PM - Escrowed Locations,140 E Norman Ave,,Dayton,Montgomery,OH,45405-3510,1927
13,Bed and Breakfast PM - Escrowed Locations,140 Lexington Ave,,Dayton,Montgomery,OH,45402-6132,1908
13,Bed and Breakfast PM - Escrowed Locations,140 Orchard St,,Middletown,Butler,OH,45044-4921,1946
13,Bed and Breakfast PM - Escrowed Locations,140 Webster Ave,,Hamilton,Butler,OH,45013-2800,1917
13,Bed and Breakfast PM - Escrowed Locations,1404 Carolina St,,Middletown,Butler,OH,45044-6321,1948
13,Bed and Breakfast PM - Escrowed Locations,1404 Western Ave,,Hamilton,Butler,OH,45013-2320,1947
13,Bed and Breakfast PM - Escrowed Locations,1406 Carolina St,,Middletown,Butler,OH,45044-6321,1948
13,Bed and Breakfast PM - Escrowed Locations,1406 Welsh Ave,,Hamilton,Butler,OH,45011-4361,1889
13,Bed and Breakfast PM - Escrowed Locations,1408 Western Ave,,Hamilton,Butler,OH,45013-2320,1945
13,Bed and Breakfast PM - Escrowed Locations,1415 Park Ave,,Hamilton,Butler,OH,45013-4629,1950
13,Bed and Breakfast PM - Escrowed Locations,1425 Carolina Ave,,Cincinnati,Hamilton,OH,45237-5615,1927
13,Bed and Breakfast PM - Escrowed Locations,1425 Welsh Ave,,Hamilton,Butler,OH,45011-4360,1948
13,Bed and Breakfast PM - Escrowed Locations,143 Anne Rd,,Middletown,Butler,OH,45044-8001,1948
13,Bed and Breakfast PM - Escrowed Locations,1430 Coventry Rd,,Dayton,Montgomery,OH,45410-3111,1929
13,Bed and Breakfast PM - Escrowed Locations,1431 Beaverton Ave,,Cincinnati,Hamilton,OH,45237-3103,1937
13,Bed and Breakfast PM - Escrowed Locations,1437 Maple Ave,,Hamilton,Butler,OH,45011-4356,1921
13,Bed and Breakfast PM - Escrowed Locations,144 Niagara Ave,,Dayton,Montgomery,OH,45405-3721,1941
13,Bed and Breakfast PM - Escrowed Locations,144 Orchard St,,Middletown,Butler,OH,45044-4921,1946
13,Bed and Breakfast PM - Escrowed Locations,1471 Milton St,,Village Of Indian Springs,Butler,OH,45015-1238,1944
13,Bed and Breakfast PM - Escrowed Locations,149 Audubon Park,,Dayton,Montgomery,OH,45402-6372,2007
13,Bed and Breakfast PM - Escrowed Locations,1501 Continental Dr,,Cincinnati,Hamilton,OH,45246-2008,1962
13,Bed and Breakfast PM - Escrowed Locations,1501 Glenbeck Ave,,Dayton,Montgomery,OH,45409-1713,1924
13,Bed and Breakfast PM - Escrowed Locations,1501 Viola Ave,,Dayton,Montgomery,OH,45405-4035,1911
13,Bed and Breakfast PM - Escrowed Locations,1502 Lafayette Ave,,Middletown,Butler,OH,45044-5915,1929
13,Bed and Breakfast PM - Escrowed Locations,151 Westbrook Dr,,Hamilton,Butler,OH,45013-2362,1951
13,Bed and Breakfast PM - Escrowed Locations,1515 Colony Ter,,Hamilton,Butler,OH,45013-2329,2002
13,Bed and Breakfast PM - Escrowed Locations,1527 Chase Ave,,Cincinnati,Hamilton,OH,45223-2120,1882
13,Bed and Breakfast PM - Escrowed Locations,1536 Red Oak Dr,,Loveland,Clermont,OH,45140-9427,1973
13,Bed and Breakfast PM - Escrowed Locations,155 Marathon Ave,,Dayton,Montgomery,OH,45405-3615,1919
13,Bed and Breakfast PM - Escrowed Locations,155 Progress Ave,,Hamilton,Butler,OH,45013-3037,1920
13,Bed and Breakfast PM - Escrowed Locations,1575 Sunset Dr,,Hamilton,Butler,OH,45013-2340,1971
13,Bed and Breakfast PM - Escrowed Locations,1581 Madison Ave,,Mount Healthy,Hamilton,OH,45231-4328,1885
13,Bed and Breakfast PM - Escrowed Locations,160 Tecumseh Dr,,Hamilton,Butler,OH,45013-1543,1963
13,Bed and Breakfast PM - Escrowed Locations,1602 Carolina St,,Middletown,Butler,OH,45044-6325,1948
13,Bed and Breakfast PM - Escrowed Locations,1608 Bonita Dr,,Middletown,Butler,OH,45044-6502,1977
13,Bed and Breakfast PM - Escrowed Locations,1609 Manchester Ave,,Middletown,Butler,OH,45042-2030,1900
13,Bed and Breakfast PM - Escrowed Locations,1613 Johns Rd,,Middletown,Butler,OH,45044-6726,1959
13,Bed and Breakfast PM - Escrowed Locations,1615 Mayo Ave,,Kettering,Montgomery,OH,45409-2022,1918
13,Bed and Breakfast PM - Escrowed Locations,1617 Meadow Ave,,Middletown,Butler,OH,45044-5946,1927
13,Bed and Breakfast PM - Escrowed Locations,1617 Oberon Dr,,Middletown,Butler,OH,45042-2426,1948
13,Bed and Breakfast PM - Escrowed Locations,1618 Sheridan Ave,,Middletown,Butler,OH,45044-7646,1940
13,Bed and Breakfast PM - Escrowed Locations,1623 Chippewa Dr,,Hamilton,Butler,OH,45013-1510,1965
13,Bed and Breakfast PM - Escrowed Locations,1625 Tremont Ave,,Dayton,Montgomery,OH,45429-3923,1958
13,Bed and Breakfast PM - Escrowed Locations,163 Tecumseh Dr,,Hamilton,Butler,OH,45013-1542,1963
13,Bed and Breakfast PM - Escrowed Locations,1635 W North Bend Rd,,Cincinnati,Hamilton,OH,45224-2023,1928
13,Bed and Breakfast PM - Escrowed Locations,1641 Shuler Ave,,Hamilton,Butler,OH,45011-4663,1900
13,Bed and Breakfast PM - Escrowed Locations,1646 Huffman Ave,,Dayton,Montgomery,OH,45403-3108,1920
13,Bed and Breakfast PM - Escrowed Locations,1647 Cooper St,,Cincinnati,Hamilton,OH,45223-2661,1875
13,Bed and Breakfast PM - Escrowed Locations,1670 Darst Ave,,Dayton,Montgomery,OH,45403-3102,1951
13,Bed and Breakfast PM - Escrowed Locations,1683 Kahn Ave,,Hamilton,Butler,OH,45011-4629,1899
13,Bed and Breakfast PM - Escrowed Locations,1697 Newbrook Dr,,Cincinnati,Hamilton,OH,45231-2309,1964
13,Bed and Breakfast PM - Escrowed Locations,1698 Sherman Ave,,Cincinnati,Hamilton,OH,45212-2544,1900
13,Bed and Breakfast PM - Escrowed Locations,17 Ambergreen Ct,,Middletown,Butler,OH,45044-3293,2003
13,Bed and Breakfast PM - Escrowed Locations,17 Woodsdale Ave,,Cincinnati,Hamilton,OH,45216-1113,1897
13,Bed and Breakfast PM - Escrowed Locations,170 Garfield Ave,,Cincinnati,Hamilton,OH,45246-4316,2019
13,Bed and Breakfast PM - Escrowed Locations,1700 West St,,Norwood,Hamilton,OH,45212-2524,1890
13,Bed and Breakfast PM - Escrowed Locations,1702 Shuler Ave,,Hamilton,Butler,OH,45011-4648,1920
13,Bed and Breakfast PM - Escrowed Locations,1705 Parrish Ave,,Hamilton,Butler,OH,45011-4614,1914
13,Bed and Breakfast PM - Escrowed Locations,1707 Church St,,Middletown,Butler,OH,45042-2145,1899
13,Bed and Breakfast PM - Escrowed Locations,1708 Jackson Ln,,Middletown,Butler,OH,45044-6463,1956
13,Bed and Breakfast PM - Escrowed Locations,1709 Helen Ave,,Hamilton,Butler,OH,45011-1839,1944
13,Bed and Breakfast PM - Escrowed Locations,1709 Laredo Dr,,Hamilton,Butler,OH,45013-1840,1977
13,Bed and Breakfast PM - Escrowed Locations,171 Lexington Ave,,Dayton,Montgomery,OH,45402-6133,1906
13,Bed and Breakfast PM - Escrowed Locations,1710 Highland St,,Middletown,Butler,OH,45044-6308,1949
13,Bed and Breakfast PM - Escrowed Locations,1713 Bonita Dr,,Middletown,Butler,OH,45044-6518,1989
13,Bed and Breakfast PM - Escrowed Locations,1723 Shirley Ave,,Hamilton,Butler,OH,45011-1853,1945
13,Bed and Breakfast PM - Escrowed Locations,1724 Winton St,,Middletown,Butler,OH,45044-6453,1950
13,Bed and Breakfast PM - Escrowed Locations,1728 Winton St,,Middletown,Butler,OH,45044-6453,1950
13,Bed and Breakfast PM - Escrowed Locations,1730 Jackson Ln,,Middletown,Butler,OH,45044-6463,1952
13,Bed and Breakfast PM - Escrowed Locations,1731 Fauver Ave,,Dayton,Montgomery,OH,45420-2502,1940
13,Bed and Breakfast PM - Escrowed Locations,1738 Morey Ave,,Hamilton,Butler,OH,45011-1844,1943
13,Bed and Breakfast PM - Escrowed Locations,1739 Embury Park Rd,,Dayton,Montgomery,OH,45414-5415,1950
13,Bed and Breakfast PM - Escrowed Locations,1739 Morey Ave,,Hamilton,Butler,OH,45011-1843,1945
13,Bed and Breakfast PM - Escrowed Locations,1740 Carrahen Ave,,Cincinnati,Hamilton,OH,45237-5312,1941
13,Bed and Breakfast PM - Escrowed Locations,1743 Gellenbeck St,,Cincinnati,Hamilton,OH,45205-1005,1938
13,Bed and Breakfast PM - Escrowed Locations,1743 Stahlheber Rd,,Hamilton,Butler,OH,45013-1921,1956
13,Bed and Breakfast PM - Escrowed Locations,1749 Shuler Ave,,Hamilton,Butler,OH,45011-4647,1920
13,Bed and Breakfast PM - Escrowed Locations,1750 N Staunton Dr,,Cincinnati,Butler,OH,45014-3628,1957
13,Bed and Breakfast PM - Escrowed Locations,1752 Burroughs Dr,,Dayton,Montgomery,OH,45406-4526,1933
13,Bed and Breakfast PM - Escrowed Locations,1757 Shuler Ave,,Hamilton,Butler,OH,45011-4647,1920
