Account ID,Account Name,Address 1*,Address 2,City*,County*,State*,Zip*,Year Built,Community Name,Unit Number for Site,Office Address,Office Unit,Office City,Office State,Office Zip
32,Avenue Living,3040 Mallard Drive,15,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3040-15,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3040 Mallard Drive,16,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3040-16,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3040 Mallard Drive,22,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3040-22,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3040 Mallard Drive,23,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3040-23,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3040 Mallard Drive,24,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3040-24,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3040 Mallard Drive,25,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3040-25,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3040 Mallard Drive,26,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3040-26,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3040 Mallard Drive,31,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3040-31,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3040 Mallard Drive,32,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3040-32,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3040 Mallard Drive,33,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3040-33,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3040 Mallard Drive,34,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3040-34,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3040 Mallard Drive,35,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3040-35,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3040 Mallard Drive,36,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3040-36,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,11,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-11,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,12,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-12,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,13,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-13,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,14,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-14,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,15,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-15,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,16,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-16,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,21,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-21,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,22,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-22,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,23,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-23,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,24,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-24,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,25,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-25,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,26,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-26,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,31,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-31,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,32,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-32,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,33,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-33,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,34,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-34,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,35,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-35,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,350 Mallard Drive,36,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3050-36,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,11,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-11,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,12,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-12,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,13,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-13,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,14,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-14,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,15,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-15,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,16,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-16,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,21,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-21,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,22,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-22,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,23,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-23,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,24,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-24,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,25,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-25,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,26,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-26,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,31,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-31,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,32,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-32,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,33,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-33,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,34,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-34,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,35,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-35,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,360 Mallard Drive,36,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3060-36,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,101,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-101,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,103,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-103,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,104,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-104,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,105,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-105,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,106,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-106,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,107,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-107,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,108,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-108,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,201,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-201,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,202,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-202,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,203,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-203,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,204,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-204,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,205,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-205,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,206,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-206,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,207,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-207,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,208,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-208,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,301,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-301,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,302,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-302,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,303,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-303,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,304,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-304,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,305,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-305,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,306,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-306,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,307,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-307,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3110 Mallard Drive,308,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3110-308,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,101,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-101,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,103,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-103,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,104,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-104,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,105,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-105,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,106,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-106,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,107,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-107,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,108,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-108,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,201,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-201,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,202,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-202,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,203,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-203,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,204,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-204,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,205,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-205,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,206,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-206,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,207,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-207,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,208,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-208,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,301,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-301,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,302,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-302,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,303,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-303,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,304,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-304,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,305,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-305,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,306,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-306,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,307,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-307,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3122 Mallard Drive,308,Colorado Springs,El Paso,Colorado,80910,,The Monroe,3122-308,3040 Mallard Drive,21,Colorado Springs,CO,80910
32,Avenue Living,3801 Somerset Drive,101,Prairie Village,Johnson,Kansas,66208,,Corinth Place,01-101,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3801 Somerset Drive,102,Prairie Village,Johnson,Kansas,66208,,Corinth Place,01-102,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3801 Somerset Drive,103,Prairie Village,Johnson,Kansas,66208,,Corinth Place,01-103,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3801 Somerset Drive,104,Prairie Village,Johnson,Kansas,66208,,Corinth Place,01-104,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3801 Somerset Drive,201,Prairie Village,Johnson,Kansas,66208,,Corinth Place,01-201,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3801 Somerset Drive,202,Prairie Village,Johnson,Kansas,66208,,Corinth Place,01-202,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3801 Somerset Drive,203,Prairie Village,Johnson,Kansas,66208,,Corinth Place,01-203,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3801 Somerset Drive,204,Prairie Village,Johnson,Kansas,66208,,Corinth Place,01-204,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,101,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-101,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,102,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-102,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,103,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-103,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,104,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-104,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,105,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-105,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,106,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-106,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,107,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-107,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,108,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-108,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,201,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-201,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,202,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-202,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,203,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-203,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,204,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-204,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,205,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-205,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,206,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-206,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,207,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-207,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3803 Somerset Drive,208,Prairie Village,Johnson,Kansas,66208,,Corinth Place,03-208,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,101,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-101,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,102,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-102,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,103,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-103,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,104,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-104,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,105,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-105,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,106,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-106,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,107,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-107,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,108,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-108,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,201,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-201,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,202,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-202,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,203,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-203,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,204,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-204,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,205,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-205,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,206,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-206,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,207,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-207,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3805 Somerset Drive,208,Prairie Village,Johnson,Kansas,66208,,Corinth Place,05-208,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3807 Somerset Drive,101,Prairie Village,Johnson,Kansas,66208,,Corinth Place,07-101,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3807 Somerset Drive,102,Prairie Village,Johnson,Kansas,66208,,Corinth Place,07-102,3815 S Somerset Drive,,Prairie Village,KS,66218
32,Avenue Living,3807 Somerset Drive,103,Prairie Village,Johnson,Kansas,66208,,Corinth Place,07-103,3815 S Somerset Drive,,Prairie Village,KS,66218
